S.No,District Name,Division Name,Mandal LGD Code,Mandal Name,Panchayat LGD Code,Gram Panchayat Name,Latitude,Longitude
1,Adilabad,ADILABAD,7142,Adilabad Rural,280865,Allikori,19.5531,78.7343
2,Adilabad,ADILABAD,7142,Adilabad Rural,279447,Ankapur,19.5921,78.5758
3,Adilabad,ADILABAD,7142,Adilabad Rural,194909,Ankoli,19.6064,78.5717
4,Adilabad,ADILABAD,7142,Adilabad Rural,194911,Arli(B),19.6995,78.59
5,Adilabad,ADILABAD,7142,Adilabad Rural,279442,Asodha,19.5573,78.6034
6,Adilabad,ADILABAD,7142,Adilabad Rural,194913,Bheemseri,19.6869,78.5351
7,Adilabad,ADILABAD,7142,Adilabad Rural,279438,Burnoor,19.6288,78.605
8,Adilabad,ADILABAD,7142,Adilabad Rural,194914,Chanda,19.7116,78.5494
9,Adilabad,ADILABAD,7142,Adilabad Rural,279452,Chichdari,19.5485,78.7065
10,Adilabad,ADILABAD,7142,Adilabad Rural,194915,Chinchughat,19.5752,78.5543
11,Adilabad,ADILABAD,7142,Adilabad Rural,279435,Chityalbori,19.6357,78.5786
12,Adilabad,ADILABAD,7142,Adilabad Rural,280868,Dimma,19.6996,78.4941
13,Adilabad,ADILABAD,7142,Adilabad Rural,279454,Hathigutta,19.5763,78.728
14,Adilabad,ADILABAD,7142,Adilabad Rural,194916,Jamdapur,19.7249,78.5186
15,Adilabad,ADILABAD,7142,Adilabad Rural,279445,Jamuldhari,19.6305,78.6403
16,Adilabad,ADILABAD,7142,Adilabad Rural,194917,Kachkanti,19.655,78.5659
17,Adilabad,ADILABAD,7142,Adilabad Rural,194918,Khanapur-CH,19.5442,78.7223
18,Adilabad,ADILABAD,7142,Adilabad Rural,194919,Khandala,19.5727,78.6763
19,Adilabad,ADILABAD,7142,Adilabad Rural,194920,Kumbhajheri,19.6806,78.6242
20,Adilabad,ADILABAD,7142,Adilabad Rural,194921,Landasangvi,19.7057,78.5729
21,Adilabad,ADILABAD,7142,Adilabad Rural,279443,Linguguda,19.5924,78.6354
22,Adilabad,ADILABAD,7142,Adilabad Rural,279450,Lohara,19.593,78.6961
23,Adilabad,ADILABAD,7142,Adilabad Rural,194922,Lokari,19.5994,78.6088
24,Adilabad,ADILABAD,7142,Adilabad Rural,279441,Mamidiguda,19.6037,78.6287
25,Adilabad,ADILABAD,7142,Adilabad Rural,278242,New Rampur,19.6734,78.6347
26,Adilabad,ADILABAD,7142,Adilabad Rural,279448,Pedda Maleborigaon,19.5689,78.5297
27,Adilabad,ADILABAD,7142,Adilabad Rural,194924,Pippaldhari,19.6026,78.6395
28,Adilabad,ADILABAD,7142,Adilabad Rural,194925,Pochara,19.6972,78.4976
29,Adilabad,ADILABAD,7142,Adilabad Rural,194926,Ramai,19.6628,78.6419
30,Adilabad,ADILABAD,7142,Adilabad Rural,194928,Thantholi,19.6264,78.5614
31,Adilabad,ADILABAD,7142,Adilabad Rural,279457,Tippa,19.5788,78.7279
32,Adilabad,ADILABAD,7142,Adilabad Rural,194930,Wanwat,19.5982,78.6224
33,Adilabad,ADILABAD,7142,Adilabad Rural,194931,Yapalguda,19.6588,78.6016
34,Adilabad,ADILABAD,7142,Adilabad Rural,280866,Yeshwanthguda,19.6575,78.6012
35,Adilabad,ADILABAD,4636,Bazarhatnoor,280915,Ananthapur,19.5041,78.431
36,Adilabad,ADILABAD,4636,Bazarhatnoor,280904,Andhuguda,19.4855,78.3342
37,Adilabad,ADILABAD,4636,Bazarhatnoor,194946,Bazarhathnoor,19.4585,78.3516
38,Adilabad,ADILABAD,4636,Bazarhatnoor,280910,Bhosra,19.5041,78.431
39,Adilabad,ADILABAD,4636,Bazarhatnoor,194947,Bhutai-B,19.5094,78.3372
40,Adilabad,ADILABAD,4636,Bazarhatnoor,194948,Bhutai-K,19.5215,78.3425
41,Adilabad,ADILABAD,4636,Bazarhatnoor,280903,Burkapally,19.515,78.3777
42,Adilabad,ADILABAD,4636,Bazarhatnoor,280876,Chandunaik Thanda,19.5122,78.3447
43,Adilabad,ADILABAD,4636,Bazarhatnoor,281472,Chintal Sangive,19.4917,78.3653
44,Adilabad,ADILABAD,4636,Bazarhatnoor,194949,Darampuri,19.4858212,78.4007092
45,Adilabad,ADILABAD,4636,Bazarhatnoor,280877,Dedra,19.5499,78.308
46,Adilabad,ADILABAD,4636,Bazarhatnoor,194950,Dehgaon,19.472,78.3801
47,Adilabad,ADILABAD,4636,Bazarhatnoor,280909,Dignoor,19.4603,78.4339
48,Adilabad,ADILABAD,4636,Bazarhatnoor,280908,Gangapur,19.4668,78.4206
49,Adilabad,ADILABAD,4636,Bazarhatnoor,280885,Girjai,19.551,78.3449
50,Adilabad,ADILABAD,4636,Bazarhatnoor,194951,Girnur,19.4469,78.3958
51,Adilabad,ADILABAD,4636,Bazarhatnoor,194952,Gokonda,19.5137682,78.3714202
52,Adilabad,ADILABAD,4636,Bazarhatnoor,280907,Gulab Thanda,19.5066,78.3882
53,Adilabad,ADILABAD,4636,Bazarhatnoor,280912,Harkai,,
54,Adilabad,ADILABAD,4636,Bazarhatnoor,194953,Jatarla,19.4779,78.3526
55,Adilabad,ADILABAD,4636,Bazarhatnoor,280888,Kandly,19.4375112,78.4014637
56,Adilabad,ADILABAD,4636,Bazarhatnoor,280911,Kinnerpally,19.4869,78.4671
57,Adilabad,ADILABAD,4636,Bazarhatnoor,280870,Kolahari,19.4441,78.3324
58,Adilabad,ADILABAD,4636,Bazarhatnoor,280914,Manjram Thanda,19.4911,78.4076
59,Adilabad,ADILABAD,4636,Bazarhatnoor,280881,Mankapur,19.5255,78.3068
60,Adilabad,ADILABAD,4636,Bazarhatnoor,194954,Morkhandi,19.5247,78.3895
61,Adilabad,ADILABAD,4636,Bazarhatnoor,194955,Pipri,19.4287,78.4136
62,Adilabad,ADILABAD,4636,Bazarhatnoor,194956,Rampur,19.4666,78.4079
63,Adilabad,ADILABAD,4636,Bazarhatnoor,194957,Tembi,19.4964,78.4214
64,Adilabad,ADILABAD,4636,Bazarhatnoor,194958,Warthamanoor,19.413721,78.403758
65,Adilabad,ADILABAD,4638,Bela,194982,Awalpur,19.7355,78.7251
66,Adilabad,ADILABAD,4638,Bela,194983,Bela,19.72,78.7715
67,Adilabad,ADILABAD,4638,Bela,194984,Bhadi,19.6975,78.7167
68,Adilabad,ADILABAD,4638,Bela,280979,Bhavaniguda,19.6853,78.8423
69,Adilabad,ADILABAD,4638,Bela,194985,Bhedoda,19.7682,78.7516
70,Adilabad,ADILABAD,4638,Bela,194986,Bhodod (Kopsi),19.7407,78.7575
71,Adilabad,ADILABAD,4638,Bela,194987,Chandpalle,19.6943,78.8379
72,Adilabad,ADILABAD,4638,Bela,194988,Chaprala,19.6944,78.8151
73,Adilabad,ADILABAD,4638,Bela,194989,Dehegoan,19.737,78.7837
74,Adilabad,ADILABAD,4638,Bela,194990,Dhoptala,19.7156,78.7393
75,Adilabad,ADILABAD,4638,Bela,280969,Douna,19.6159,78.7728
76,Adilabad,ADILABAD,4638,Bela,281076,Dubbaguda,19.6043,78.7514
77,Adilabad,ADILABAD,4638,Bela,280992,Ekori,19.7046,78.7595
78,Adilabad,ADILABAD,4638,Bela,281094,Ganeshpur,19.6608,78.8199
79,Adilabad,ADILABAD,4638,Bela,194991,Guda,19.7592,78.7753
80,Adilabad,ADILABAD,4638,Bela,194992,Junoni,19.7059,78.7839
81,Adilabad,ADILABAD,4638,Bela,288850,Khara,19.6264,78.7005
82,Adilabad,ADILABAD,4638,Bela,194993,Khogdur,19.7468,78.8078
83,Adilabad,ADILABAD,4638,Bela,194994,Kobhai,19.7323,78.8283
84,Adilabad,ADILABAD,4638,Bela,281090,Mangrood,19.7522,78.829
85,Adilabad,ADILABAD,4638,Bela,280985,Maniyarpur,19.7531,78.7782
86,Adilabad,ADILABAD,4638,Bela,281080,Masala-B,19.685,78.7373
87,Adilabad,ADILABAD,4638,Bela,288851,Masala-K,19.6626,78.7338
88,Adilabad,ADILABAD,4638,Bela,281084,Patan,19.7155,78.8101
89,Adilabad,ADILABAD,4638,Bela,281071,Pitgaon(L),19.6822,78.8252
90,Adilabad,ADILABAD,4638,Bela,281087,Pohar,19.6873,78.7656
91,Adilabad,ADILABAD,4638,Bela,280971,Ponala,19.7135,78.8375
92,Adilabad,ADILABAD,4638,Bela,194995,Sadalpur,19.68,78.7926
93,Adilabad,ADILABAD,4638,Bela,194996,Sangdi,19.7648,78.7235
94,Adilabad,ADILABAD,4638,Bela,194997,Sangvi,19.5975,78.7634
95,Adilabad,ADILABAD,4638,Bela,281034,Shamshabad,19.7277,78.7618
96,Adilabad,ADILABAD,4638,Bela,194998,Sirsanna,19.7206,78.7192
97,Adilabad,ADILABAD,4638,Bela,194999,Sonkhos,19.6772,78.8091
98,Adilabad,ADILABAD,4638,Bela,195000,Syedpur,19.6265,78.7356
99,Adilabad,ADILABAD,4638,Bela,195001,Takli,19.6961,78.7164
100,Adilabad,ADILABAD,4638,Bela,195002,Toyaguda,19.6389,78.7049
101,Adilabad,ADILABAD,4638,Bela,281096,Warur,19.6873,78.8034
102,Adilabad,ADILABAD,7189,Bheempur,195674,Andarbandh,19.7648,78.384
103,Adilabad,ADILABAD,7189,Bheempur,195675,Antargaon,19.878,78.3686
104,Adilabad,ADILABAD,7189,Bheempur,195676,Arli (T),19.8367,78.3741
105,Adilabad,ADILABAD,7189,Bheempur,195678,Belsari Rampur,19.7768,78.3951
106,Adilabad,ADILABAD,7189,Bheempur,281211,Bhagwanpur,19.8276,78.3386
107,Adilabad,ADILABAD,7189,Bheempur,195679,Bheempoor,19.7738,78.4216
108,Adilabad,ADILABAD,7189,Bheempur,195680,Dhanora,19.8035,78.4018
109,Adilabad,ADILABAD,7189,Bheempur,281261,Gollaghat,19.8106,78.4492
110,Adilabad,ADILABAD,7189,Bheempur,195683,Gomutri,19.8796,78.3461
111,Adilabad,ADILABAD,7189,Bheempur,195684,Gona,19.7972,78.4027
112,Adilabad,ADILABAD,7189,Bheempur,288862,Gubdi,19.9127,78.3211
113,Adilabad,ADILABAD,7189,Bheempur,281240,Gubdipally,19.7809,78.4011
114,Adilabad,ADILABAD,7189,Bheempur,281252,Gunjala,19.7857,78.4178
115,Adilabad,ADILABAD,7189,Bheempur,281217,Indurpally,19.8566,78.3655
116,Adilabad,ADILABAD,7189,Bheempur,281199,Jalkori,19.7497,78.379
117,Adilabad,ADILABAD,7189,Bheempur,281229,Kamatwada,19.7963,78.3915
118,Adilabad,ADILABAD,7189,Bheempur,195687,Karanji (T),19.8571,78.3138
119,Adilabad,ADILABAD,7189,Bheempur,281236,Karanwadi,19.8653,78.3318
120,Adilabad,ADILABAD,7189,Bheempur,281205,Khairguda,19.7585,78.3702
121,Adilabad,ADILABAD,7189,Bheempur,281227,Markaguda,19.7719,78.4168
122,Adilabad,ADILABAD,7189,Bheempur,195689,Nippani,19.7492,78.4567
123,Adilabad,ADILABAD,7189,Bheempur,195690,Pippalkoti,19.7227,78.4672
124,Adilabad,ADILABAD,7189,Bheempur,195693,Tamsi (K),19.8117,78.4631
125,Adilabad,ADILABAD,7189,Bheempur,281258,Tekdirampur,19.8599,78.3179
126,Adilabad,ADILABAD,7189,Bheempur,195695,Wadgaon,19.7502,78.4256
127,Adilabad,ADILABAD,7189,Bheempur,195696,Wadoor,19.83,78.4018
128,Adilabad,ADILABAD,4642,Boath,195045,Anduru,19.2922,78.2853
129,Adilabad,ADILABAD,4642,Boath,195046,Babera,19.3506,78.2398
130,Adilabad,ADILABAD,4642,Boath,281185,Beerlagondi,19.304,78.3017
131,Adilabad,ADILABAD,4642,Boath,195047,Boath (B),19.3433,78.3169
132,Adilabad,ADILABAD,4642,Boath,195048,Chintalbori,19.4109,78.2769
133,Adilabad,ADILABAD,4642,Boath,281174,Chinthaguda,19.4157,78.3079
134,Adilabad,ADILABAD,4642,Boath,281130,Devulnayak Thanda,19.4168,7.81E+07
135,Adilabad,ADILABAD,4642,Boath,195049,Dhannur (B),19.3104,78.3276
136,Adilabad,ADILABAD,4642,Boath,195050,Ghanpur,19.4441,78.271
137,Adilabad,ADILABAD,4642,Boath,281135,Gurrala Thanda,19.4257475,78.3157632
138,Adilabad,ADILABAD,4642,Boath,281137,Guttapakka Thanda,19.4173234,78.3134172
139,Adilabad,ADILABAD,4642,Boath,195051,Kangutta,19.3600211,78.3449081
140,Adilabad,ADILABAD,4642,Boath,281180,Kantegaon,19.3531,78.213
141,Adilabad,ADILABAD,4642,Boath,195052,Karathwada,19.3465,78.2915
142,Adilabad,ADILABAD,4642,Boath,281124,Keshavguda,19.4232,78.2128
143,Adilabad,ADILABAD,4642,Boath,281142,Kota (K),19.4264135,78.3203878
144,Adilabad,ADILABAD,4642,Boath,195053,Kowtha,19.3752,78.3535
145,Adilabad,ADILABAD,4642,Boath,195054,Kuchalapur,19.3205575,78.3307036
146,Adilabad,ADILABAD,4642,Boath,281167,Lambadithanda,19.3516,78.214
147,Adilabad,ADILABAD,4642,Boath,288860,Mandaboguda,19.2915213,78.2976278
148,Adilabad,ADILABAD,4642,Boath,195055,Marlapalle,19.3479495,78.2432433
149,Adilabad,ADILABAD,4642,Boath,281155,Nagapur,19.2717,78.3239
150,Adilabad,ADILABAD,4642,Boath,281165,Nakkalwada,19.3543,78.2635
151,Adilabad,ADILABAD,4642,Boath,195056,Nigini,19.3361,78.2056
152,Adilabad,ADILABAD,4642,Boath,288861,Pardi (B),19.4068,78.2948
153,Adilabad,ADILABAD,4642,Boath,195057,Pardi (K),19.4121961,78.3043785
154,Adilabad,ADILABAD,4642,Boath,195058,Patnapur,19.3432,78.2712
155,Adilabad,ADILABAD,4642,Boath,281149,Pippaldari,19.3438076,78.3074721
156,Adilabad,ADILABAD,4642,Boath,195059,Pochera,19.3340046,78.3602905
157,Adilabad,ADILABAD,4642,Boath,195060,Sakhera,19.3973,78.3299
158,Adilabad,ADILABAD,4642,Boath,281145,Sangvi,19.3832,78.3772
159,Adilabad,ADILABAD,4642,Boath,195061,Sonala,19.4184597,78.3176113
160,Adilabad,ADILABAD,4642,Boath,195062,Wajar,19.4085,78.206
161,Adilabad,ADILABAD,4647,Gudihatnur,281089,Belluri,19.4564,78.5269
162,Adilabad,ADILABAD,4647,Gudihatnur,281058,Damanguda,19.5159,78.4695
163,Adilabad,ADILABAD,4647,Gudihatnur,281060,Dongargaon,19.5119,78.5076
164,Adilabad,ADILABAD,4647,Gudihatnur,281054,Garkampet - I,19.5661,78.5173
165,Adilabad,ADILABAD,4647,Gudihatnur,281085,Gond Harkapur,19.4673,78.5279
166,Adilabad,ADILABAD,4647,Gudihatnur,195134,Gudihathinur,19.5297,78.5152
167,Adilabad,ADILABAD,4647,Gudihatnur,281075,Guruj,19.4667,78.5084
168,Adilabad,ADILABAD,4647,Gudihatnur,195135,Kamala Pur,19.585,78.4866
169,Adilabad,ADILABAD,4647,Gudihatnur,195136,Kolhari,19.5044,78.5268
170,Adilabad,ADILABAD,4647,Gudihatnur,195137,Lingapur,19.5199,78.5335
171,Adilabad,ADILABAD,4647,Gudihatnur,195138,Machapur,19.538,78.4954
172,Adilabad,ADILABAD,4647,Gudihatnur,281051,Malkapoor,19.5849,78.5186
173,Adilabad,ADILABAD,4647,Gudihatnur,281069,Mankapoor,19.5352,78.5324
174,Adilabad,ADILABAD,4647,Gudihatnur,195139,Mannur,19.4847,78.4979
175,Adilabad,ADILABAD,4647,Gudihatnur,195140,Muthnur,19.5246,78.4834
176,Adilabad,ADILABAD,4647,Gudihatnur,281057,Muthnur Tanda,19.5373,78.4816
177,Adilabad,ADILABAD,4647,Gudihatnur,281073,Ragapoor,19.5342,78.5473
178,Adilabad,ADILABAD,4647,Gudihatnur,195141,Seetagondi,19.5828,78.4932
179,Adilabad,ADILABAD,4647,Gudihatnur,281081,Shambuguda,19.4881,78.4827
180,Adilabad,ADILABAD,4647,Gudihatnur,195142,Shantapur,19.4739,78.5384
181,Adilabad,ADILABAD,4647,Gudihatnur,281099,Soyamguda,19.5004,78.5683
182,Adilabad,ADILABAD,4647,Gudihatnur,281095,Suryaguda,19.4954,78.5453
183,Adilabad,ADILABAD,4647,Gudihatnur,195143,Tosham,19.5245,78.5615
184,Adilabad,ADILABAD,4647,Gudihatnur,281063,Tosham Tanda,19.514,78.5663
185,Adilabad,ADILABAD,4647,Gudihatnur,195144,Umri B,19.4816,78.5539
186,Adilabad,ADILABAD,4647,Gudihatnur,281048,Vaizapoor,19.5771,78.4775
187,Adilabad,ADILABAD,4648,Ichoda,195145,Adegaon K,19.4283213,78.4345587
188,Adilabad,ADILABAD,4648,Ichoda,281105,Adegaon-B,19.4175608,78.4414888
189,Adilabad,ADILABAD,4648,Ichoda,281172,Babjipet,19.2870426,78.5326488
190,Adilabad,ADILABAD,4648,Ichoda,195146,Boregaon,19.4598594,78.4965809
191,Adilabad,ADILABAD,4648,Ichoda,281162,Chincholi,19.3983376,78.4835004
192,Adilabad,ADILABAD,4648,Ichoda,281187,Devulnaik Thanda,19.3608983,78.4412151
193,Adilabad,ADILABAD,4648,Ichoda,281123,Dhaba B,19.4057591,78.5418471
194,Adilabad,ADILABAD,4648,Ichoda,195147,Dhabha K,19.3957548,78.5327178
195,Adilabad,ADILABAD,4648,Ichoda,195148,Dharampuri,19.3777894,78.4757374
196,Adilabad,ADILABAD,4648,Ichoda,281146,Dubarpet (A),19.4335702,78.4630304
197,Adilabad,ADILABAD,4648,Ichoda,195149,Girjam,19.4056585,78.4733452
198,Adilabad,ADILABAD,4648,Ichoda,195150,Gundala,19.3520024,78.5372654
199,Adilabad,ADILABAD,4648,Ichoda,281204,Gundivagu,19.3384124,78.4768284
200,Adilabad,ADILABAD,4648,Ichoda,281131,Heerapur,19.417868,78.5479618
201,Adilabad,ADILABAD,4648,Ichoda,195151,Ichoda,19.4290804,78.4532851
202,Adilabad,ADILABAD,4648,Ichoda,281150,Jalda,19.3933275,78.4691192
203,Adilabad,ADILABAD,4648,Ichoda,281156,Jamidi,19.4207239,78.468052
204,Adilabad,ADILABAD,4648,Ichoda,281118,Junni,19.4659917,78.4694828
205,Adilabad,ADILABAD,4648,Ichoda,281114,Kamagiri,19.458384,78.5086892
206,Adilabad,ADILABAD,4648,Ichoda,195152,Keshavpatnam,19.3482,78.4937069
207,Adilabad,ADILABAD,4648,Ichoda,195153,Kokasmannur,19.3945276,78.4266377
208,Adilabad,ADILABAD,4648,Ichoda,281208,Madapur,19.424,78.4998
209,Adilabad,ADILABAD,4648,Ichoda,195154,Malyal,19.3761779,78.5029322
210,Adilabad,ADILABAD,4648,Ichoda,195155,Mankapur,19.3643024,78.4981854
211,Adilabad,ADILABAD,4648,Ichoda,195156,Mokhra- B,19.3678311,78.4489175
212,Adilabad,ADILABAD,4648,Ichoda,281138,Mukra (K),19.3643438,78.4576334
213,Adilabad,ADILABAD,4648,Ichoda,195157,Narsapur,19.355342,78.5042827
214,Adilabad,ADILABAD,4648,Ichoda,281192,Navegaon,19.3958022,78.5047983
215,Adilabad,ADILABAD,4648,Ichoda,281198,Salyada,19.3735923,78.5216337
216,Adilabad,ADILABAD,4648,Ichoda,281184,Sathnumber,19.3797327,78.4403734
217,Adilabad,ADILABAD,4648,Ichoda,195160,Sirichalma,19.3207262,78.5396429
218,Adilabad,ADILABAD,4648,Ichoda,195163,Talamadri,19.4084045,78.5127057
219,Adilabad,ADILABAD,4650,Jainath,195180,Ada,19.6971,78.609
220,Adilabad,ADILABAD,4650,Jainath,195181,Akoli,19.8179,78.5394
221,Adilabad,ADILABAD,4650,Jainath,281306,Akurla,1.98E+08,78.6033
222,Adilabad,ADILABAD,4650,Jainath,195182,Bahadurpur,19.7845927,78.6673351
223,Adilabad,ADILABAD,4650,Jainath,195183,Balapur,19.7458,78.5937
224,Adilabad,ADILABAD,4650,Jainath,281312,Belgaon,19.7302,78.695
225,Adilabad,ADILABAD,4650,Jainath,195184,Belluri,19.716414,78.7023586
226,Adilabad,ADILABAD,4650,Jainath,195185,Bhoraj,19.7384833,78.541085
227,Adilabad,ADILABAD,4650,Jainath,195186,Deepaiguda,19.7623754,78.6523895
228,Adilabad,ADILABAD,4650,Jainath,195187,Gimma(K),19.7825,78.7542
229,Adilabad,ADILABAD,4650,Jainath,195188,Guda,19.7604686,78.5157487
230,Adilabad,ADILABAD,4650,Jainath,281112,Hashimpur,19.7538,78.5721
231,Adilabad,ADILABAD,4650,Jainath,195189,Jainad,19.7370303,78.6439518
232,Adilabad,ADILABAD,4650,Jainath,195190,Jamini,19.6549,78.6967
233,Adilabad,ADILABAD,4650,Jainath,195191,Kamai,19.8166,78.5602
234,Adilabad,ADILABAD,4650,Jainath,195192,Kamta,19.6914958,78.6216031
235,Adilabad,ADILABAD,4650,Jainath,281320,Kanpa Mediguda C,19.6618683,78.6585885
236,Adilabad,ADILABAD,4650,Jainath,195193,Kanpamediguda,19.6586731,78.6695545
237,Adilabad,ADILABAD,4650,Jainath,195194,Karanji,19.763017,78.6950023
238,Adilabad,ADILABAD,4650,Jainath,195195,Khapri,19.7485967,78.6925381
239,Adilabad,ADILABAD,4650,Jainath,195196,Korta,19.8111,78.5191
240,Adilabad,ADILABAD,4650,Jainath,195197,Kowtha,19.8012,78.6405
241,Adilabad,ADILABAD,4650,Jainath,195198,Kura,19.7686,78.6744199
242,Adilabad,ADILABAD,4650,Jainath,195199,Laxmipur,19.6964489,78.6687712
243,Adilabad,ADILABAD,4650,Jainath,281300,Lekarwada,19.8277789,78.5726502
244,Adilabad,ADILABAD,4650,Jainath,281309,Makoda,19.7185,78.6825
245,Adilabad,ADILABAD,4650,Jainath,195200,Mandagada,19.7983597,78.5610868
246,Adilabad,ADILABAD,4650,Jainath,195201,Mangurla,19.6393967,78.6627051
247,Adilabad,ADILABAD,4650,Jainath,281366,Maruguda,19.646,78.698
248,Adilabad,ADILABAD,4650,Jainath,195202,Nirala,19.7430074,78.5541958
249,Adilabad,ADILABAD,4650,Jainath,195203,Pardi B,19.6758995,78.6359604
250,Adilabad,ADILABAD,4650,Jainath,281373,Pardi-K,19.6645805,78.6444505
251,Adilabad,ADILABAD,4650,Jainath,195204,Pendalwada,19.8044127,78.5954972
252,Adilabad,ADILABAD,4650,Jainath,281316,Pippalgoan,19.7016394,78.6560644
253,Adilabad,ADILABAD,4650,Jainath,195205,Pipparawada,19.7767462,78.5658792
254,Adilabad,ADILABAD,4650,Jainath,281107,Poosai,19.7571301,78.5656679
255,Adilabad,ADILABAD,4650,Jainath,281033,Rampur-T,19.7631231,78.5250879
256,Adilabad,ADILABAD,4650,Jainath,195206,Sangvi(K),19.8467751,78.5715856
257,Adilabad,ADILABAD,4650,Jainath,195207,Sawapoor,19.7609514,78.5853514
258,Adilabad,ADILABAD,4650,Jainath,281104,Sirsanna,19.7594348,78.5247328
259,Adilabad,ADILABAD,4650,Jainath,281368,Sundargiri,19.6282,78.6699
260,Adilabad,ADILABAD,4650,Jainath,195208,Taroda B,19.7426695,78.56575
261,Adilabad,ADILABAD,7143,Mavala,194912,Battisawargoan,19.662495,78.500326
262,Adilabad,ADILABAD,7143,Mavala,194923,Mavala,19.6308139,78.5063058
263,Adilabad,ADILABAD,7143,Mavala,194929,Waghapur,19.5688911,78.4632573
264,Adilabad,ADILABAD,4672,Neradigonda,281446,Arepally,19.1951571,78.4451854
265,Adilabad,ADILABAD,4672,Neradigonda,281456,Bandham Regadi,19.2393,78.3976
266,Adilabad,ADILABAD,4672,Neradigonda,195566,Bondidi,19.2755,78.3435
267,Adilabad,ADILABAD,4672,Neradigonda,195567,Boregaom,19.2449,78.4619
268,Adilabad,ADILABAD,4672,Neradigonda,281453,Buddhikonda,19.3142,78.386
269,Adilabad,ADILABAD,4672,Neradigonda,195568,Buggaram,19.2905057,78.4391866
270,Adilabad,ADILABAD,4672,Neradigonda,281439,Chinna Buggaram,19.3035,78.443
271,Adilabad,ADILABAD,4672,Neradigonda,281430,Darba Thanda,19.2993,78.3418
272,Adilabad,ADILABAD,4672,Neradigonda,281468,Guthpala,19.2606,78.4235
273,Adilabad,ADILABAD,4672,Neradigonda,281451,Ispur,19.2277,78.3777
274,Adilabad,ADILABAD,4672,Neradigonda,281452,Kishtapur,19.271,78.4057
275,Adilabad,ADILABAD,4672,Neradigonda,281449,Koratikal (K),19.1916,78.4087
276,Adilabad,ADILABAD,4672,Neradigonda,195569,Koratkal (B),19.225477,78.4112791
277,Adilabad,ADILABAD,4672,Neradigonda,195570,Kumari,19.3597023,78.4337927
278,Adilabad,ADILABAD,4672,Neradigonda,281454,Kuntala (Buzurg),19.3017,78.4929
279,Adilabad,ADILABAD,4672,Neradigonda,281440,Kuntala (Kurd),19.2929978,78.46981
280,Adilabad,ADILABAD,4672,Neradigonda,281450,Lakhampur (G),19.3116,78.4199
281,Adilabad,ADILABAD,4672,Neradigonda,281444,Lingatla,19.2084316,78.4212875
282,Adilabad,ADILABAD,4672,Neradigonda,281432,Nagamalyal,19.2705,78.4836
283,Adilabad,ADILABAD,4672,Neradigonda,281455,Narayanpur,19.2207,78.3893
284,Adilabad,ADILABAD,4672,Neradigonda,195571,Neradigonda,19.302017,78.4068529
285,Adilabad,ADILABAD,4672,Neradigonda,281433,Peechara,19.2378,78.4877
286,Adilabad,ADILABAD,4672,Neradigonda,195572,Rajura,19.2277309,78.3775977
287,Adilabad,ADILABAD,4672,Neradigonda,195573,Rolmamda,19.2772,78.419
288,Adilabad,ADILABAD,4672,Neradigonda,281442,Sawargaon (Road),19.3025514,78.423214
289,Adilabad,ADILABAD,4672,Neradigonda,195574,Tarnam (K),19.342,78.4404
290,Adilabad,ADILABAD,4672,Neradigonda,195575,Tejapur,19.3259983,78.3878456
291,Adilabad,ADILABAD,4672,Neradigonda,195576,Venkatapur,19.3104616,78.4628726
292,Adilabad,ADILABAD,4672,Neradigonda,195577,Waddur,19.286908,78.3727264
293,Adilabad,ADILABAD,4672,Neradigonda,195578,Wagdhari,19.3189,78.4551
294,Adilabad,ADILABAD,4672,Neradigonda,195579,Wankidi,19.2288,78.3941
295,Adilabad,ADILABAD,4672,Neradigonda,281469,Yapalguda,19.2736,78.4146
296,Adilabad,ADILABAD,7190,Sirikonda,281392,Dharmasagar,19.3949,78.6074
297,Adilabad,ADILABAD,7190,Sirikonda,281397,Fakirnaik Tanda,19.3297,78.6261
298,Adilabad,ADILABAD,7190,Sirikonda,281299,Jendaguda,19.358,78.54
299,Adilabad,ADILABAD,7190,Sirikonda,281391,Kannapur,19.368958,78.625443
300,Adilabad,ADILABAD,7190,Sirikonda,281394,Kondapur,19.4317,78.5864
301,Adilabad,ADILABAD,7190,Sirikonda,281402,Kuntaguda,19.3279,78.6038
302,Adilabad,ADILABAD,7190,Sirikonda,281399,Lachimpur B,19.374286,78.57664
303,Adilabad,ADILABAD,7190,Sirikonda,281395,Mallapur,19.4792,78.6144
304,Adilabad,ADILABAD,7190,Sirikonda,281400,Narayanpur,19.3141,78.5666
305,Adilabad,ADILABAD,7190,Sirikonda,195158,Neredigonda-G,19.3467,78.5744
306,Adilabad,ADILABAD,7190,Sirikonda,195173,Pochampalle,19.4017,78.6121
307,Adilabad,ADILABAD,7190,Sirikonda,195159,Ponna,19.4381816,78.5217309
308,Adilabad,ADILABAD,7190,Sirikonda,281406,Raiguda,19.4274093,78.5274809
309,Adilabad,ADILABAD,7190,Sirikonda,195174,Rampur B,19.4469589,78.5780401
310,Adilabad,ADILABAD,7190,Sirikonda,281295,Rimma,19.4004,78.589
311,Adilabad,ADILABAD,7190,Sirikonda,195161,Sirikonda,19.431505,78.5796317
312,Adilabad,ADILABAD,7190,Sirikonda,195162,Soanpalle,19.40215,78.556275
313,Adilabad,ADILABAD,7190,Sirikonda,281405,Sunkidi,19.4294479,78.5319343
